placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp,info
"https://www.google.com/maps/place/Honey+Hog+Farms+LLC/@35.4301513,-81.5194456,14z/data=!3m1!4b1!4m5!3m4!1s0x8856d776d4f9346d:0xf83c7fc2f104c513!8m2!3d35.4301526!4d-81.501936",Honey Hog Farms LLC,,,Farm,,,,,,,,TRUE,,,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:20:47.077Z,
https://www.google.com/maps/place/Goldsboro+Hog+Farms+Inc/data=!4m5!3m4!1s0x89ac08004acfe16f:0xb60ef0f612728a6!8m2!3d35.3295813!4d-78.11378,Goldsboro Hog Farms Inc,,,Farm,,"909 Overman Rd, Goldsboro, NC 27530","8VHP+RF Goldsboro, North Carolina",,(919) 689-9977,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vLLk6ISsfNCohiKsG88w3g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.14854&pitch=0&thumbfov=100,FALSE,35.3295625,-78.1138125,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:20:50.864Z,
"https://www.google.com/maps/place/Bacon+Acres+Hog+Farm/@45.1575501,-128.1448585,3z/data=!3m1!4b1!4m5!3m4!1s0x89abed0d6320e5ab:0x23344bd4b0034d0d!8m2!3d45.1575501!4d-128.1448585",Bacon Acres Hog Farm,,,Farm,,,,,(910) 564-3123,,,TRUE,,,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:20:54.924Z,
https://www.google.com/maps/place/Sinclair+Hog+Farm/data=!4m5!3m4!1s0x89ab93a3202c2b8f:0x302aa3fb703a4a04!8m2!3d35.1147981!4d-78.3487059,Sinclair Hog Farm,,,Farm,,"4643 Keener Rd, Clinton, NC 28328","4M72+WG Clinton, North Carolina",,(910) 564-4991,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7gB0eJQ5i_WxFizGgRRMTw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.7077&pitch=0&thumbfov=100,FALSE,35.1148125,-78.3486875,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:20:59.313Z,
https://www.google.com/maps/place/J+%26+M+Hog+Farm+Inc/data=!4m5!3m4!1s0x89ab8acfdbd15f05:0xe73190dbfb0eaade!8m2!3d35.3137574!4d-78.3026219,J & M Hog Farm Inc,4,1,Farm,,"4322 Harper House Rd, Four Oaks, NC 27524","8M7W+GX Four Oaks, North Carolina",,(919) 934-9626,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N4X73ZHglvIhy3iwYititA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=278.7032&pitch=0&thumbfov=100,FALSE,35.3138125,-78.3025625,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:21:03.876Z,
https://www.google.com/maps/place/Bobby+C+%26+Betty+Tatum+Hog+Farm/data=!4m5!3m4!1s0x89ababd616b75bfb:0xf03f65c57f2ba8de!8m2!3d34.7655808!4d-78.6047104,Bobby C & Betty Tatum Hog Farm,5,1,Farm,,"10300 NC-242, Elizabethtown, NC 28337","Q98W+64 Elizabethtown, North Carolina",,(910) 588-4151,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6iu1erRRpYLTgKvTic8LuQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=10.139142&pitch=0&thumbfov=100,FALSE,34.7655625,-78.6046875,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:21:07.562Z,
https://www.google.com/maps/place/Triple+R+Hog+Farm/data=!4m5!3m4!1s0x89a951fb3ce6fa1f:0x28a64bcd1399d421!8m2!3d35.19088!4d-77.907525,Triple R Hog Farm,,,Farm,,"3881 NC-55, Seven Springs, NC 28578","53RR+9X Seven Springs, North Carolina",,(919) 658-1406,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=d01ZRi7tRLKcKT2CA0E5sA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.85007&pitch=0&thumbfov=100,FALSE,35.1909375,-77.9075625,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:21:12.097Z,
https://www.google.com/maps/place/Goldsboro+Hog+Farms/data=!4m5!3m4!1s0x89abf5e6361025d9:0xf3d56ca6dfba6b42!8m2!3d35.318612!4d-78.2048896,Goldsboro Hog Farms,,,Farm,,"435 Dobbersville Rd, Goldsboro, NC 27530","8Q9W+C2 Goldsboro, North Carolina",,(252) 826-5530,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=u1zNtuOdcBm9x1SazG5euA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=135.93945&pitch=0&thumbfov=100,FALSE,35.3185625,-78.2049375,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:21:15.966Z,
https://www.google.com/maps/place/Goldsboro+Hog+Farms+Inc/data=!4m5!3m4!1s0x89a957448298b73f:0xb52e5413495ded7f!8m2!3d35.1408879!4d-77.853855,Goldsboro Hog Farms Inc,,,Farm,,"4468 NC-111, Seven Springs, NC 28578","44RW+9F Seven Springs, North Carolina",,(919) 658-8305,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WYrHueH9uBh35hlIf8vM9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.083471&pitch=0&thumbfov=100,FALSE,35.1409375,-77.8538125,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:21:19.779Z,
https://www.google.com/maps/place/Windy+Creek+Hog+Farms+Inc/data=!4m5!3m4!1s0x89ab9ea3d087ebf5:0x4ea4b831f2bf03dd!8m2!3d35.1068101!4d-78.5855568,Windy Creek Hog Farms Inc,5,1,Farm,,"3009 Maxwell Rd, Autryville, NC 28318","4C47+PQ Autryville, North Carolina",,(910) 567-6424,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gS1WbHti_p7WRz6xRPaVdA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=76.555855&pitch=0&thumbfov=100,FALSE,35.1068125,-78.5855625,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:21:24.320Z,
"https://www.google.com/maps/place/Blackwell+Hog+Farm/@36.4462473,-78.6851771,17z/data=!3m1!4b1!4m5!3m4!1s0x89ad751265b91ba7:0xf429272d561e4c46!8m2!3d36.4461755!4d-78.6829458",Blackwell Hog Farm,,,Farm,,"Oxford, NC 27565","C8W8+FR Oxford, North Carolina",,,,,FALSE,36.4461875,-78.6829375,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:21:33.182Z,
"https://www.google.com/maps/place/Carter+Coy+%26+Clay+Hog+Farms/@34.901574,-77.9303151,17z/data=!3m1!4b1!4m5!3m4!1s0x89a961ded6f42077:0xb17c6445bd1ee4ba!8m2!3d34.901574!4d-77.9281264",Carter Coy & Clay Hog Farms,,,Farm,,"S Dobson Chapel Rd, North Carolina 28453","W32C+JP Kenansville, North Carolina",,(910) 296-0798,,,FALSE,34.9015625,-77.9281875,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:21:39.366Z,
https://www.google.com/maps/place/Goldsboro+Hog+Farms+Inc/data=!4m5!3m4!1s0x89abfe20635db951:0xa4eb425fdd3d5bd6!8m2!3d35.2458133!4d-77.9442176,Goldsboro Hog Farms Inc,3,1,Farm,,"590 Greenfield Cemetery Rd, Seven Springs, NC 28578","63W4+88 Seven Springs, North Carolina",,(919) 735-1123,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_62UQw4JSJ8QaRiVjjC83Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=133.40181&pitch=0&thumbfov=100,FALSE,35.2458125,-77.9441875,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:21:43.118Z,
https://www.google.com/maps/place/Goldsboro+Hog+Farms/data=!4m5!3m4!1s0x89afb01bf688796d:0x95a0c1ffdeaa70b!8m2!3d36.0602562!4d-77.020633,Goldsboro Hog Farms,1,1,Farm,,"Republican Rd, Windsor, NC 27983","3X6H+4P Windsor, North Carolina",,(252) 348-2916,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nX8ATobm6qWcPCDoHPJQKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.68858&pitch=0&thumbfov=100,FALSE,36.0603125,-77.0206875,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:21:46.982Z,
"https://www.google.com/maps/place/Nahunta+Farm+Show+Pigs/@35.4975842,-78.065155,17z/data=!3m1!4b1!4m5!3m4!1s0x89ac1b2b0bf75331:0x3f36e005bb282248!8m2!3d35.4975842!4d-78.0629663",Nahunta Farm Show Pigs,5,2,General contractor,,"189 Nahunta Farm Rd, Pikeville, NC 27863","FWXP+2R Pikeville, North Carolina",showpig.com,(919) 242-6042,Closed â‹… Opens 4PM Mon Closed today,,FALSE,35.4975625,-78.0629375,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:21:54.537Z,
"https://www.google.com/maps/place/J+%26+S+Hog+Farms/@35.1562335,-77.8811958,17z/data=!3m1!4b1!4m5!3m4!1s0x89a9570bc8269ccd:0x9be08d7bd64c767f!8m2!3d35.1562335!4d-77.8790071",J & S Hog Farms,5,1,Farm,,"125 J and S Mhp Ln, Seven Springs, NC 28578","544C+F9 Seven Springs, North Carolina",,(919) 658-1188,Closed â‹… Opens 12AM Mon Closed today,,FALSE,35.1561875,-77.8790625,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:00.405Z,
https://www.google.com/maps/place/White+Ridge+Farm+Hog+House/data=!4m5!3m4!1s0x89adedc2876ec1bb:0x7afc80eb02bae449!8m2!3d36.5305302!4d-78.2080684,White Ridge Farm Hog House,4.7,3,Farm,,"807 Rooker Dairy Rd, Norlina, NC 27563","GQJR+6Q Norlina, North Carolina",,(252) 456-2892,,https://lh5.googleusercontent.com/p/AF1QipOYbzqvhMUI4qUfN8PMrH6euLdMTQYvrLWynxzx=w425-h240-k-no,FALSE,36.5305625,-78.2080625,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:04.881Z,
https://www.google.com/maps/place/Triple+M+Hog+Farm/data=!4m5!3m4!1s0x89ae9176ba9eff75:0x77ea7177c29e92cf!8m2!3d35.7521022!4d-77.6699752,Triple M Hog Farm,,,Farm,,"RR 1, Macclesfield, NC 27852",,,(252) 827-5189,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=b92b7Jpip0fVQPhOeq06gA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=32.58027&pitch=0&thumbfov=100,FALSE,,,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:06.966Z,
https://www.google.com/maps/place/Strother+Swine+Farms+Inc/data=!4m5!3m4!1s0x89ac29f592e47dd7:0x6383a987d0980a47!8m2!3d35.9317688!4d-77.9520956,Strother Swine Farms Inc,,,Farm,,"3650 North Carolina Hwy 58, Nashville, NC 27856","W2JX+P5 Nashville, North Carolina",,(252) 443-9620,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FxfF5CX3x0WsWHJZiGHTNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.41388&pitch=0&thumbfov=100,FALSE,35.9318125,-77.9520625,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:10.802Z,
https://www.google.com/maps/place/Rosewood+Swine+Farms+LLC/data=!4m5!3m4!1s0x89a92e57470ab1b5:0x8ec4702ebfe37f61!8m2!3d35.1238822!4d-77.3371207,Rosewood Swine Farms LLC,3.7,3,Farm,,"2115 NC-41, Trenton, NC 28585","4MF7+H5 Trenton, North Carolina",,(252) 448-3841,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iWbzZNd5n-Tq9kvdKOwIpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=280.1682&pitch=0&thumbfov=100,FALSE,35.1239375,-77.3370625,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:16.191Z,
"https://www.google.com/maps/place/hog+farm/@36.0388458,-77.7174385,17z/data=!3m1!4b1!4m5!3m4!1s0x89ae63136ca1de63:0x34ea103433f5e177!8m2!3d36.0388458!4d-77.7152498",hog farm,,,Farm,,"Unnamed Road, Battleboro, NC 27809","27QM+GW Battleboro, Rocky Mount, NC",,,,,FALSE,36.0388125,-77.7151875,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:21.842Z,
"https://www.google.com/maps/place/Happy+Pigs+Farm/@35.4575674,-81.3735366,17z/data=!3m1!4b1!4m5!3m4!1s0x8856d121974d8823:0x3ca27f163cec5607!8m2!3d35.4575674!4d-81.3713479",Happy Pigs Farm,,,Farm,,"Lincolnton, NC 28092","FJ5H+2F Lincolnton, North Carolina",,,,,FALSE,35.4575625,-81.3713125,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:27.568Z,
https://www.google.com/maps/place/Norvilles'+Hog+Farm/data=!4m5!3m4!1s0x89ae943199fa4fab:0x91ebaedc3cc3a819!8m2!3d35.6740477!4d-77.6399741,Norvilles' Hog Farm,,,Farm,,"Fountain, NC 27829",,,(252) 749-5200,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4NId61flMZKwSUuooUD6rQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.9841&pitch=0&thumbfov=100,FALSE,,,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:30.226Z,
https://www.google.com/maps/place/David+R+Gooden+Hog+Farm/data=!4m5!3m4!1s0x89aa568703158f4b:0x1f6c2c25a69a033a!8m2!3d34.584682!4d-78.608914,David R Gooden Hog Farm,5,1,Farm,,"959 Dewitt Gooden Rd, Elizabethtown, NC 28337","H9MR+VC Elizabethtown, North Carolina",,(910) 645-4902,,https://lh5.googleusercontent.com/p/AF1QipMzfDlb-pn7XE9rRZTmx0F1y55uG1JHgJsw4wtF=w408-h544-k-no,FALSE,34.5846875,-78.6089375,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:34.100Z,
https://www.google.com/maps/place/W+%26+S+Hog+Farm/data=!4m5!3m4!1s0x89abb2655937a251:0x9d4317b7ba8af5a7!8m2!3d34.7202301!4d-78.4628283,W & S Hog Farm,,,Farm,,"689 Wade Smith Rd, Garland, NC 28441","PGCP+3V Garland, North Carolina",,(910) 588-4170,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Yxzr6mxo-CFh8NduMcIskQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.32582&pitch=0&thumbfov=100,FALSE,34.7201875,-78.4628125,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:38.684Z,
https://www.google.com/maps/place/Prestage+Swine+Farms+P-22c/data=!4m5!3m4!1s0x89abca8f37e6da07:0x505223c8e2c1155e!8m2!3d34.6845214!4d-78.2843141,Prestage Swine Farms P-22c,,,Farm,,"2576 Scronce Rd, Harrells, NC 28444","MPM8+R7 Harrells, North Carolina",,(910) 532-2084,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5Tog8SXygVAzeYbtpi69Bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=206.3597&pitch=0&thumbfov=100,FALSE,34.6845625,-78.2843125,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:43.057Z,
https://www.google.com/maps/place/F+%26+WBT+Hog+Farm/data=!4m5!3m4!1s0x89aba3fd5bf9e8a1:0x7111203833a1037f!8m2!3d34.9469969!4d-78.5656911,F & WBT Hog Farm,5,1,Farm,,"2691 Hayne Stretch Rd, Roseboro, NC 28382","WCWM+QP Roseboro, North Carolina",,(910) 531-4488,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JP4UIePrjemMD_U2dASsBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.34344&pitch=0&thumbfov=100,FALSE,34.9469375,-78.5656875,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:46.923Z,
"https://www.google.com/maps/place/Pig+Business/@35.595708,-78.3674487,17z/data=!3m1!4b1!4m5!3m4!1s0x89ac6c138e471c65:0x586e021474f02d1c!8m2!3d35.595708!4d-78.36526",Pig Business,,,Farm,,"755 State Rd 1901, Clayton, NC 27527","HJWM+7V Clayton, North Carolina",,(919) 934-6143,,,FALSE,35.5956875,-78.3653125,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:52.548Z,
"https://www.google.com/maps/place/Goldsboro+Hog+Farms/@35.0734995,-78.2678374,17z/data=!3m1!4b1!4m5!3m4!1s0x89abeb65eaf3d5a1:0x9d894d016c4c2e30!8m2!3d35.0735229!4d-78.2653733",Goldsboro Hog Farms,5,1,Farm,,"619 Quinn Farm Ln, Clinton, NC 28328","3PFM+9P Clinton, North Carolina",,(910) 533-2388,,,FALSE,35.0734375,-78.2656875,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:22:59.152Z,
https://www.google.com/maps/place/Waller+Hog+Farm/data=!4m5!3m4!1s0x89abf1a6ae5e6be1:0x34d15c2f828bca!8m2!3d35.1982821!4d-78.1730506,Waller Hog Farm,2,1,Farm,,"1704 Coker Store Rd, Mt Olive, NC 28365","5RXG+8Q Mt Olive, North Carolina",,(919) 658-2365,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Dr5EqX2Q4Am_cwSJ4NIcrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.916306&pitch=0&thumbfov=100,FALSE,35.1983125,-78.1730625,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:23:03.714Z,
"https://www.google.com/maps/place/Prestage+Swine+Farms+P-1/@34.668606,-78.3114957,17z/data=!3m1!4b1!4m5!3m4!1s0x89abb55e5d25d3a9:0xc0646ae877733b7d!8m2!3d34.668606!4d-78.309307",Prestage Swine Farms P-1,5,1,Farm,,"2490 Wilbur Pridgen Rd, Harrells, NC 28444","MM9R+C7 Harrells, North Carolina",,(910) 532-2406,,,FALSE,34.6685625,-78.3093125,"https://www.google.com/maps/search/locations+of+hog+farms+in+north+carolina/@35.2342247,-80.3584182,7z/data=!3m1!4b1",2022-04-10T22:23:12.385Z,
